order_item_id,order_id,product_id,quantity
2600,10840,109,3
2601,10840,120,1
2602,10840,144,2
2603,10841,135,3
2604,10841,120,2
2605,10841,132,2
2606,10841,136,1
2607,10841,150,2
2608,10842,144,2
2609,10842,103,1
2610,10842,133,1
2611,10843,135,3
2612,10843,162,1
2613,10843,104,2
2614,10843,152,1
2615,10844,111,2
2616,10844,102,2
2617,10844,161,2
2618,10844,118,3
2619,10845,145,3
2620,10845,118,2
2621,10845,142,3
2622,10846,121,2
2623,10846,165,3
2624,10846,104,1
2625,10846,135,1
2626,10846,130,2
2627,10847,149,1
2628,10847,135,3
2629,10847,136,1
2630,10847,108,1
2631,10847,143,1
2632,10848,111,2
2633,10848,136,2
2634,10848,153,1
2635,10848,118,2
2636,10849,135,1
2637,10849,150,3
2638,10849,164,3
2639,10849,103,3
2640,10850,109,2
2641,10850,158,3
2642,10850,115,1
2643,10850,150,1
2644,10850,111,2
2645,10851,164,3
2646,10851,129,2
2647,10851,130,1
2648,10851,106,1
2649,10852,144,2
2650,10852,139,1
2651,10852,164,2
2652,10853,112,2
2653,10853,120,3
2654,10853,147,1
2655,10854,151,3
2656,10854,109,3
2657,10854,147,2
2658,10854,160,2
2659,10854,124,1
2660,10855,159,1
2661,10855,116,2
2662,10856,128,3
2663,10857,142,1
2664,10857,107,1
2665,10857,133,3
2666,10857,144,3
2667,10858,103,2
2668,10858,112,3
2669,10858,108,1
2670,10859,130,3
2671,10859,113,1
2672,10860,134,3
2673,10860,129,1
2674,10861,146,2
2675,10861,124,2
2676,10861,153,1
2677,10861,106,3
2678,10862,158,2
2679,10862,146,1
2680,10862,105,3
2681,10863,104,2
2682,10863,130,2
2683,10863,128,2
2684,10864,117,1
2685,10864,109,2
2686,10864,108,2
2687,10865,129,2
2688,10865,155,1
2689,10865,150,3
2690,10866,150,2
2691,10866,105,1
2692,10866,111,1
2693,10866,112,3
2694,10866,117,2
2695,10867,103,3
2696,10867,147,2
2697,10867,109,1
2698,10867,165,3
2699,10867,149,2
2700,10868,136,2
2701,10869,146,3
2702,10869,107,1
2703,10869,113,3
2704,10870,108,3
2705,10870,146,2
2706,10870,106,2
2707,10870,113,3
2708,10870,158,2
2709,10871,150,1
2710,10871,134,2
2711,10871,114,1
2712,10872,143,2
2713,10873,143,2
2714,10873,115,1
2715,10874,131,2
2716,10874,141,1
2717,10875,146,2
2718,10876,126,1
2719,10876,157,1
2720,10876,120,2
2721,10876,107,3
2722,10877,137,2
2723,10878,155,3
2724,10878,103,1
2725,10878,118,3
2726,10878,108,2
2727,10878,106,2
2728,10879,142,3
2729,10880,132,1
2730,10880,119,2
2731,10880,133,1
2732,10881,160,3
2733,10881,130,3
2734,10881,137,2
2735,10882,163,2
2736,10883,105,2
2737,10883,142,1
2738,10884,160,3
2739,10885,152,2
2740,10886,106,1
2741,10886,124,1
2742,10886,148,3
2743,10887,103,2
2744,10888,118,2
2745,10888,144,3
2746,10888,121,3
2747,10888,124,2
2748,10888,113,1
2749,10889,127,2
2750,10890,118,2
2751,10890,147,2
2752,10890,105,2
2753,10891,109,1
2754,10891,164,2
2755,10891,123,1
2756,10891,147,2
2757,10891,135,3
2758,10892,150,3
2759,10892,134,1
2760,10893,157,2
2761,10893,159,1
2762,10893,122,3
2763,10893,138,1
2764,10893,119,1
2765,10894,161,2
2766,10894,113,1
2767,10894,154,1
2768,10895,117,3
2769,10896,163,2
2770,10896,118,3
2771,10896,105,3
2772,10896,157,1
2773,10897,138,3
2774,10897,160,3
2775,10897,155,3
2776,10897,165,2
2777,10898,151,2
2778,10898,158,1
2779,10898,132,1
2780,10898,159,1
2781,10899,130,2
2782,10899,112,2
2783,10899,129,1
2784,10900,130,3
2785,10900,119,1
2786,10900,102,2
2787,10901,117,2
2788,10901,123,2
2789,10902,159,1
2790,10902,164,2
2791,10902,131,3
2792,10903,112,2
2793,10904,101,3
2794,10904,136,1
2795,10904,143,3
2796,10905,150,1
2797,10905,165,1
2798,10905,154,3
2799,10906,162,1
2800,10906,145,2
2801,10906,158,3
2802,10906,114,1
2803,10906,137,1
2804,10907,127,2
2805,10908,151,2
2806,10908,105,2
2807,10908,104,1
2808,10908,102,2
2809,10909,130,2
2810,10909,151,3
2811,10909,154,1
2812,10909,104,3
2813,10909,145,3
2814,10910,152,3
2815,10910,147,3
2816,10910,143,1
2817,10910,118,2
2818,10910,114,1
2819,10911,120,1
2820,10911,117,3
2821,10912,111,3
2822,10912,132,3
2823,10912,133,3
2824,10912,147,1
2825,10913,118,3
2826,10913,124,3
2827,10913,104,3
2828,10914,103,1
2829,10915,123,1
2830,10915,150,3
2831,10915,160,3
2832,10916,124,2
2833,10916,108,3
2834,10917,143,1
2835,10917,103,1
2836,10917,102,3
2837,10918,161,2
2838,10918,108,1
2839,10918,124,2
2840,10918,113,1
2841,10919,150,1
2842,10920,135,3
2843,10921,102,2
2844,10922,154,2
2845,10922,105,3
2846,10923,120,1
2847,10923,110,1
2848,10924,145,1
2849,10925,129,1
2850,10925,113,3
2851,10926,144,1
2852,10926,102,2
2853,10926,125,2
2854,10926,154,1
2855,10927,136,3
2856,10927,106,3
2857,10927,120,2
2858,10927,164,3
2859,10927,150,3
2860,10928,122,1
2861,10928,131,1
2862,10928,153,1
2863,10929,161,3
2864,10929,162,2
2865,10929,112,1
2866,10929,119,1
2867,10929,136,1
2868,10930,140,1
2869,10930,134,1
2870,10930,112,2
2871,10930,115,3
2872,10931,162,1
2873,10932,142,3
2874,10933,154,1
2875,10933,148,1
2876,10933,141,3
2877,10934,140,2
2878,10934,162,1
2879,10934,112,2
2880,10935,151,1
2881,10935,145,3
2882,10935,140,1
2883,10935,139,3
2884,10936,139,2
2885,10937,151,2
2886,10937,165,2
2887,10938,150,2
2888,10938,147,3
2889,10938,148,3
2890,10939,122,1
2891,10940,101,1
2892,10940,144,1
2893,10940,130,2
2894,10940,152,1
2895,10941,106,2
2896,10941,138,2
2897,10941,143,2
2898,10942,119,3
2899,10942,126,3
2900,10942,105,3
2901,10942,134,3
2902,10942,161,1
2903,10943,149,3
2904,10944,101,2
2905,10944,123,1
2906,10944,164,3
2907,10944,130,1
2908,10944,113,3
2909,10945,109,3
2910,10945,121,1
2911,10945,127,2
2912,10946,143,2
2913,10947,145,2
2914,10947,125,2
2915,10947,143,3
2916,10948,107,1
2917,10949,131,2
2918,10949,164,1
2919,10949,118,3
2920,10949,102,3
2921,10949,139,1
2922,10950,140,2
2923,10950,129,1
2924,10950,115,3
2925,10951,120,3
2926,10951,124,1
2927,10951,150,3
2928,10951,162,3
2929,10951,137,3
2930,10952,120,3
2931,10953,109,3
2932,10953,157,1
2933,10953,131,2
2934,10953,121,2
2935,10953,144,3
2936,10954,105,3
2937,10955,156,1
2938,10955,145,1
2939,10955,151,2
2940,10955,103,3
2941,10955,143,2
2942,10956,163,2
2943,10956,114,2
2944,10956,107,2
2945,10957,112,2
2946,10958,107,1
2947,10958,121,1
2948,10958,110,2
2949,10959,154,1
2950,10959,122,3
2951,10959,118,2
2952,10960,137,2
2953,10960,107,3
2954,10961,142,2
2955,10961,148,1
2956,10961,138,3
2957,10961,119,1
2958,10962,109,2
2959,10962,150,3
2960,10962,159,2
2961,10963,134,2
2962,10963,123,1
2963,10963,160,3
2964,10963,164,3
2965,10964,118,1
2966,10964,149,2
2967,10965,145,1
2968,10965,127,3
2969,10965,161,3
2970,10965,126,1
2971,10965,135,1
2972,10966,144,1
2973,10967,124,2
2974,10968,115,1
2975,10968,108,2
2976,10968,146,2
2977,10968,163,2
2978,10968,142,2
2979,10969,151,3
2980,10969,157,2
2981,10969,127,1
2982,10970,158,1
2983,10970,143,2
2984,10970,163,2
2985,10970,122,3
2986,10971,124,3
2987,10971,165,3
2988,10972,154,3
2989,10972,106,1
2990,10973,115,3
2991,10973,118,2
2992,10973,106,1
2993,10973,131,2
2994,10974,124,3
2995,10974,160,2
2996,10974,156,3
2997,10974,103,3
2998,10975,136,3
2999,10975,154,2
3000,10975,157,3
3001,10975,131,1
3002,10976,165,3
3003,10977,150,1
3004,10977,137,2
3005,10977,149,2
3006,10977,153,2
3007,10977,110,1
3008,10978,146,3
3009,10978,131,1
3010,10978,151,3
3011,10979,155,1
3012,10979,137,1
3013,10979,124,1
3014,10979,120,1
3015,10979,152,1
3016,10980,105,1
3017,10980,136,1
3018,10980,118,2
3019,10981,117,3
3020,10981,165,3
3021,10981,148,1
3022,10981,128,1
3023,10982,165,1
3024,10982,134,3
3025,10983,165,3
3026,10983,128,2
3027,10983,136,2
3028,10984,136,3
3029,10984,116,3
3030,10984,133,2
3031,10985,140,1
3032,10985,156,2
3033,10986,153,1
3034,10986,156,3
3035,10986,144,2
3036,10986,147,1
3037,10987,115,3
3038,10988,104,3
3039,10989,144,3
3040,10989,141,2
3041,10989,160,3
3042,10990,123,2
3043,10990,152,1
3044,10991,107,2
3045,10991,104,1
3046,10991,129,1
3047,10991,165,2
3048,10991,101,1
3049,10992,117,1
3050,10992,112,3
3051,10992,149,3
3052,10992,165,1
3053,10992,160,3
3054,10993,105,3
3055,10993,138,2
3056,10993,120,3
3057,10993,133,2
3058,10994,104,2
3059,10994,145,2
3060,10994,122,1
3061,10995,107,3
3062,10995,160,2
3063,10995,117,1
3064,10995,150,1
3065,10996,126,3
3066,10996,109,1
3067,10996,141,3
3068,10997,156,1
3069,10998,159,1
3070,10999,119,1
3071,10999,165,2
3072,10999,156,1
3073,11000,116,1
3074,11001,156,2
3075,11001,151,2
3076,11002,101,3
3077,11002,137,1
3078,11003,115,1
3079,11003,119,3
3080,11004,164,3
3081,11004,145,2
3082,11005,114,3
3083,11006,149,1
3084,11007,136,2
3085,11007,118,2
3086,11007,132,3
3087,11007,141,1
3088,11008,135,1
3089,11009,120,1
3090,11009,147,3
3091,11009,137,2
3092,11009,161,3
3093,11009,158,3
3094,11010,122,2
3095,11010,145,2
3096,11010,126,3
3097,11010,134,2
3098,11011,141,2
3099,11012,106,3
3100,11012,142,2
3101,11013,123,1
3102,11013,152,2
3103,11013,115,2
3104,11013,129,1
3105,11014,118,1
3106,11014,119,2
3107,11014,165,1
3108,11014,154,2
3109,11014,151,3
3110,11015,161,2
3111,11015,115,2
3112,11015,149,1
3113,11015,140,2
3114,11016,163,3
3115,11016,136,3
3116,11016,153,1
3117,11017,132,3
3118,11017,119,2
3119,11017,122,1
3120,11017,107,3
3121,11017,129,1
3122,11018,135,3
3123,11018,122,3
3124,11018,142,2
3125,11018,162,1
3126,11019,117,3
3127,11019,151,2
3128,11019,121,2
3129,11019,140,2
3130,11019,126,3
3131,11020,123,2
3132,11020,116,2
3133,11020,164,2
3134,11020,156,2
3135,11021,125,1
3136,11021,132,1
3137,11021,165,3
3138,11021,146,1
3139,11021,160,1
3140,11022,142,2
3141,11023,119,2
3142,11023,142,2
3143,11023,103,1
3144,11023,150,2
3145,11024,134,3
3146,11025,150,1
3147,11025,106,2
3148,11025,138,2
3149,11025,141,2
3150,11025,162,1
3151,11026,135,1
3152,11027,153,1
3153,11028,153,2
3154,11029,104,3
3155,11029,107,1
3156,11029,135,2
3157,11029,120,1
3158,11029,133,3
3159,11030,148,2
3160,11030,103,3
3161,11030,137,3
3162,11030,101,1
3163,11031,164,2
3164,11031,119,1
3165,11031,138,2
3166,11032,101,1
3167,11033,128,2
3168,11033,107,3
3169,11034,106,3
3170,11034,124,1
3171,11034,140,2
3172,11034,115,1
3173,11035,117,2
3174,11035,102,1
3175,11035,147,1
3176,11035,146,1
3177,11036,114,3
3178,11036,142,1
3179,11036,146,2
3180,11036,129,1
3181,11037,108,3
3182,11038,122,2
3183,11038,165,1
3184,11038,162,2
3185,11039,161,2
3186,11039,145,1
3187,11039,165,1
3188,11039,130,1
3189,11039,123,3
3190,11040,116,3
3191,11040,154,1
3192,11040,110,2
3193,11040,107,1
3194,11041,165,3
3195,11041,121,2
3196,11041,158,1
3197,11042,137,1
3198,11042,144,2
3199,11042,147,1
3200,11042,158,2
3201,11042,148,3
3202,11043,118,3
3203,11043,110,2
3204,11043,138,1
3205,11043,119,2
3206,11043,106,2
3207,11044,132,1
3208,11045,115,2
3209,11045,147,3
3210,11045,126,1
3211,11045,128,1
3212,11046,149,1
3213,11046,110,3
3214,11046,101,1
3215,11046,136,1
3216,11047,165,1
3217,11047,111,1
3218,11048,146,3
3219,11048,164,3
3220,11048,112,3
3221,11048,129,3
3222,11048,130,2
3223,11049,133,1
3224,11049,128,2
3225,11049,123,3
3226,11049,149,2
3227,11049,115,3
3228,11050,156,3
3229,11050,112,1
3230,11050,163,2
3231,11050,155,1
3232,11050,102,2
3233,11051,144,2
3234,11051,146,3
3235,11051,129,3
3236,11051,115,2
3237,11052,134,1
3238,11053,111,2
3239,11054,131,1
3240,11055,165,2
3241,11055,159,2
3242,11056,153,3
3243,11057,122,3
3244,11057,140,1
3245,11057,102,1
3246,11058,121,3
3247,11058,159,3
3248,11058,122,1
3249,11058,108,2
3250,11058,136,1
3251,11059,159,1
3252,11059,160,2
3253,11059,157,2
3254,11059,142,3
3255,11059,135,1
3256,11060,162,1
3257,11060,107,1
3258,11060,116,3
3259,11061,156,3
3260,11061,113,3
3261,11061,107,1
3262,11062,137,1
3263,11062,154,3
3264,11062,130,3
3265,11062,155,2
3266,11063,105,2
3267,11063,143,1
3268,11063,134,3
3269,11063,136,3
3270,11064,125,3
3271,11065,162,2
3272,11065,135,1
3273,11065,120,2
3274,11065,137,1
3275,11065,102,2
3276,11066,164,1
3277,11066,138,1
3278,11067,108,3
3279,11067,154,2
3280,11067,125,1
3281,11067,156,1
3282,11067,136,1
3283,11068,104,2
3284,11069,140,3
3285,11070,107,2
3286,11070,137,2
3287,11070,133,1
3288,11070,131,1
3289,11071,164,3
3290,11071,132,1
3291,11072,158,2
3292,11072,144,1
3293,11073,109,1
3294,11073,119,3
3295,11073,137,3
3296,11073,152,2
3297,11074,164,3
3298,11074,122,1
3299,11074,105,2
3300,11074,147,1
3301,11074,163,1
3302,11075,119,2
3303,11075,157,1
3304,11075,117,3
3305,11075,133,2
3306,11075,138,2
3307,11076,151,2
3308,11076,154,2
3309,11076,108,2
3310,11076,157,3
3311,11076,111,2
3312,11077,156,2
3313,11077,117,2
3314,11077,130,3
3315,11078,117,3
3316,11078,120,1
3317,11079,116,2
3318,11080,162,2
3319,11080,143,3
3320,11080,110,2
3321,11080,140,1
3322,11081,122,2
3323,11081,149,2
3324,11082,153,2
3325,11082,137,1
3326,11082,140,2
3327,11082,127,2
3328,11083,162,3
3329,11083,159,3
3330,11083,129,2
3331,11083,109,2
3332,11083,134,1
3333,11084,153,1
3334,11084,151,1
3335,11084,107,1
3336,11084,110,3
3337,11085,108,2
3338,11085,151,1
3339,11085,159,2
3340,11085,126,1
3341,11086,110,2
3342,11086,161,2
3343,11086,165,3
3344,11086,103,1
3345,11087,137,2
3346,11087,163,1
3347,11087,146,3
3348,11087,110,2
3349,11087,147,3
3350,11088,141,2
3351,11089,105,1
3352,11089,102,2
3353,11089,155,1
3354,11089,161,3
3355,11089,151,2
3356,11090,131,2
3357,11090,124,2
3358,11091,109,2
3359,11091,124,1
3360,11091,129,2
3361,11091,137,1
3362,11092,125,1
3363,11092,107,1
3364,11092,117,2
3365,11093,157,1
3366,11093,165,2
3367,11093,112,3
3368,11093,162,1
3369,11094,148,2
3370,11094,130,1
3371,11094,116,1
3372,11094,139,3
3373,11095,155,2
3374,11095,157,3
3375,11095,160,1
3376,11096,120,1
3377,11097,160,2
3378,11097,128,3
3379,11098,103,1
3380,11098,148,3
3381,11098,163,1
3382,11098,160,2
3383,11098,117,2
3384,11099,157,2
3385,11099,112,1
3386,11099,148,1
3387,11099,107,3
3388,11100,126,3
3389,11100,149,2
3390,11100,124,2
3391,11100,143,2
3392,11100,112,1
3393,11101,142,3
3394,11101,108,1
3395,11102,128,3
3396,11102,117,2
3397,11102,146,2
3398,11102,101,2
3399,11102,154,2
3400,11103,145,1
3401,11104,151,3
3402,11104,127,2
3403,11105,126,1
3404,11105,164,3
3405,11105,159,3
3406,11105,117,1
3407,11106,122,1
3408,11106,124,3
3409,11107,106,3
3410,11107,113,1
3411,11107,141,2
3412,11107,161,1
3413,11108,154,1
3414,11108,119,3
3415,11108,150,1
3416,11108,163,1
3417,11108,127,3
3418,11109,117,3
3419,11109,123,2
3420,11109,128,1
3421,11109,164,2
3422,11110,108,2
3423,11111,141,1
3424,11111,114,2
3425,11111,144,3
3426,11111,160,1
3427,11111,112,2
3428,11112,126,3
3429,11112,135,1
3430,11113,133,1
3431,11114,148,1
3432,11115,127,1
3433,11116,116,1
3434,11116,135,1
3435,11116,139,3
3436,11116,119,1
3437,11116,163,1
3438,11117,120,1
3439,11117,105,3
3440,11117,112,1
3441,11117,152,2
3442,11118,106,2
3443,11118,149,1
3444,11119,119,2
3445,11119,133,3
3446,11119,105,2
3447,11119,143,1
3448,11120,130,2
3449,11121,150,2
3450,11121,152,3
3451,11122,112,3
3452,11122,115,3
3453,11122,154,2
3454,11122,107,3
3455,11123,118,1
3456,11123,129,1
3457,11123,144,1
3458,11123,143,1
3459,11123,136,1
3460,11124,148,1
3461,11124,151,3
3462,11124,165,3
3463,11124,129,1
3464,11125,101,2
3465,11125,120,2
3466,11125,129,3
3467,11125,125,1
3468,11125,113,2
3469,11126,154,3
3470,11126,117,3
3471,11126,140,3
3472,11126,121,2
3473,11127,131,1
3474,11127,117,1
3475,11127,119,1
3476,11127,157,1
3477,11127,130,1
3478,11128,127,2
3479,11128,119,3
3480,11128,141,1
3481,11129,124,3
3482,11130,165,1
3483,11130,132,2
3484,11130,130,3
3485,11131,150,2
3486,11132,139,3
3487,11132,118,2
3488,11132,149,3
3489,11132,136,1
3490,11132,165,2
3491,11133,143,3
3492,11133,125,3
3493,11134,116,3
3494,11134,147,3
3495,11134,119,1
3496,11134,136,1
3497,11135,131,1
3498,11135,153,2
3499,11135,160,2
3500,11135,102,2
3501,11135,123,3
3502,11136,108,2
3503,11136,146,3
3504,11136,112,1
3505,11136,153,2
3506,11136,150,2
3507,11137,129,3
3508,11137,115,1
3509,11137,112,3
3510,11138,105,3
3511,11138,155,2
3512,11138,161,1
3513,11138,156,2
3514,11138,123,1
3515,11139,140,2
3516,11139,157,1
3517,11139,132,3
3518,11139,134,2
3519,11140,152,1
3520,11141,157,3
3521,11141,120,2
3522,11141,109,1
3523,11142,113,2
3524,11142,118,2
3525,11142,110,2
3526,11142,164,1
3527,11142,108,2
3528,11143,105,1
3529,11143,103,3
3530,11143,109,3
3531,11144,139,2
3532,11144,134,2
3533,11145,129,2
3534,11145,142,3
3535,11145,165,2
3536,11145,161,1
3537,11146,151,1
3538,11146,157,2
3539,11147,153,1
3540,11147,137,3
3541,11147,163,2
3542,11147,111,2
3543,11147,146,3
3544,11148,154,3
3545,11148,115,3
3546,11148,138,1
3547,11149,122,1
3548,11149,108,3
3549,11149,136,2
3550,11149,116,2
3551,11149,132,1
3552,11150,151,3
3553,11151,127,1
3554,11151,105,1
3555,11151,109,1
3556,11151,157,2
3557,11152,136,1
3558,11152,138,2
3559,11153,133,1
3560,11153,161,3
3561,11153,151,2
3562,11153,104,3
3563,11153,120,2
3564,11154,164,1
3565,11154,114,3
3566,11154,135,1
3567,11154,138,3
3568,11154,154,2
3569,11155,110,1
3570,11155,129,3
3571,11156,135,2
3572,11156,138,1
3573,11157,118,3
3574,11157,105,1
3575,11157,162,3
3576,11158,118,2
3577,11158,162,3
3578,11158,147,2
3579,11158,138,1
3580,11158,105,3
3581,11159,144,3
3582,11159,146,1
3583,11160,133,2
3584,11160,112,2
3585,11161,140,2
3586,11161,138,1
3587,11161,132,1
3588,11162,147,1
3589,11162,156,2
3590,11163,130,3
3591,11163,154,2
3592,11163,105,2
3593,11164,140,3
3594,11165,157,2
3595,11165,155,3
3596,11166,131,1
3597,11166,162,2
3598,11166,121,1
3599,11167,148,3
3600,11167,165,3
3601,11168,132,2
3602,11168,101,2
3603,11169,108,3
3604,11169,138,2
3605,11169,101,2
3606,11169,140,3
3607,11170,113,2
3608,11170,114,3
3609,11171,151,1
3610,11171,144,1
3611,11171,108,1
3612,11171,102,2
3613,11172,126,2
3614,11172,103,1
3615,11172,104,3
3616,11172,109,3
3617,11172,106,3
3618,11173,146,2
3619,11173,102,2
3620,11173,125,1
3621,11173,143,3
3622,11174,160,1
3623,11175,126,1
3624,11175,142,2
3625,11175,158,3
3626,11175,147,1
3627,11176,110,1
3628,11177,126,3
3629,11177,105,3
3630,11177,119,2
3631,11177,148,2
3632,11177,137,2
3633,11178,132,2
3634,11178,147,1
3635,11178,119,1
3636,11178,134,3
3637,11178,135,3
3638,11179,156,1
3639,11179,146,1
3640,11179,106,1
3641,11180,158,1
3642,11180,164,1
3643,11180,125,2
3644,11180,111,2
3645,11180,136,2
3646,11181,126,2
3647,11181,113,2
3648,11181,145,3
3649,11181,141,1
3650,11181,124,2
3651,11182,144,2
3652,11183,101,2
3653,11183,120,2
3654,11183,148,3
3655,11183,128,2
3656,11184,111,2
3657,11185,164,2
3658,11185,118,1
3659,11185,128,3
3660,11186,134,3
3661,11187,126,3
3662,11187,161,2
3663,11187,117,2
3664,11187,148,2
3665,11187,156,3
3666,11188,162,2
3667,11188,139,3
3668,11188,157,3
3669,11189,139,3
3670,11189,131,2
3671,11189,104,2
3672,11190,132,2
3673,11190,165,1
3674,11190,156,2
3675,11190,118,3
3676,11190,110,2
3677,11191,101,2
3678,11191,149,1
3679,11191,121,1
3680,11192,102,2
3681,11192,105,2
3682,11192,129,3
3683,11193,152,1
3684,11194,147,2
3685,11194,150,1
3686,11194,160,3
3687,11195,138,3
3688,11195,160,2
3689,11196,158,3
3690,11196,103,2
3691,11196,137,1
3692,11196,133,2
3693,11196,146,1
3694,11197,163,1
3695,11198,103,1
3696,11198,140,3
3697,11199,150,1
3698,11200,147,2
3699,11201,119,2
3700,11201,123,1
3701,11202,140,2
3702,11202,117,3
3703,11202,106,3
3704,11202,153,1
3705,11203,109,2
3706,11204,158,3
3707,11204,104,2
3708,11204,164,1
3709,11204,132,1
3710,11204,160,1
3711,11205,122,2
3712,11205,153,1
3713,11206,142,1
3714,11206,125,3
3715,11206,155,2
3716,11207,130,2
3717,11208,140,1
3718,11208,138,2
3719,11208,115,2
3720,11208,117,2
3721,11208,119,1
3722,11209,145,3
3723,11209,103,1
3724,11209,164,2
3725,11209,131,1
3726,11210,106,1
3727,11211,156,3
3728,11212,117,2
3729,11212,140,3
3730,11212,103,2
3731,11212,155,2
3732,11213,133,2
3733,11213,139,3
3734,11214,125,3
3735,11214,141,3
3736,11214,142,3
3737,11215,153,1
3738,11216,130,3
3739,11216,120,2
3740,11216,123,3
3741,11216,156,2
3742,11217,108,1
3743,11218,156,2
3744,11218,135,3
3745,11218,111,2
3746,11218,110,2
3747,11219,141,1
3748,11219,132,2
3749,11220,134,1
3750,11220,125,3
3751,11220,123,1
3752,11221,112,1
3753,11221,119,1
3754,11221,163,2
3755,11221,131,2
3756,11222,124,1
3757,11222,148,1
3758,11222,131,2
3759,11223,113,3
3760,11223,101,1
3761,11223,120,3
3762,11223,108,2
3763,11223,129,2
3764,11224,121,2
3765,11224,158,2
3766,11224,162,3
3767,11224,157,2
3768,11225,113,2
3769,11225,131,2
3770,11225,122,3
3771,11226,127,3
3772,11227,105,3
3773,11227,132,1
3774,11227,111,3
3775,11227,104,1
3776,11228,124,3
3777,11228,161,3
3778,11228,147,1
3779,11229,107,3
3780,11229,161,3
3781,11229,127,1
3782,11230,135,3
3783,11230,152,3
3784,11230,147,3
3785,11230,134,3
3786,11231,105,3
3787,11231,165,3
3788,11231,115,2
3789,11231,160,1
3790,11232,153,1
3791,11232,160,2
3792,11232,129,1
3793,11233,136,1
3794,11233,127,2
3795,11234,153,2
3796,11234,106,2
3797,11234,118,1
3798,11235,124,1
3799,11235,158,3
3800,11235,138,1
3801,11235,121,1
3802,11236,141,3
3803,11236,101,1
3804,11236,124,1
3805,11236,122,1
3806,11237,133,3
3807,11238,164,1
3808,11238,123,1
3809,11238,163,3
3810,11238,143,1
3811,11239,141,3
3812,11239,150,2
3813,11240,143,1
3814,11240,111,1
3815,11240,152,3
3816,11240,140,3
3817,11240,118,2
3818,11241,119,3
3819,11241,120,1
3820,11241,108,2
3821,11241,111,1
3822,11242,111,3
3823,11242,165,2
3824,11243,156,3
3825,11243,126,2
3826,11243,151,2
3827,11244,132,1
3828,11245,149,3
3829,11246,114,3
3830,11246,101,1
3831,11246,142,1
3832,11246,163,1
3833,11246,139,3
3834,11247,104,3
3835,11248,145,2
3836,11248,106,2
3837,11248,131,2
3838,11248,129,1
3839,11249,146,1
3840,11249,129,3
3841,11249,111,1
3842,11249,144,3
3843,11249,148,1
3844,11250,151,2
3845,11250,119,2
3846,11250,128,1
3847,11250,120,1
3848,11251,149,3
3849,11251,155,2
3850,11252,152,3
3851,11253,147,3
3852,11253,127,3
3853,11253,141,1
3854,11253,149,1
3855,11253,103,2
3856,11254,104,2
3857,11254,114,2
3858,11254,140,1
3859,11254,116,2
3860,11254,122,3
3861,11255,116,3
3862,11255,141,1
3863,11256,148,3
3864,11257,107,2
3865,11257,142,3
3866,11257,135,2
3867,11258,151,2
3868,11258,140,1
3869,11259,125,1
3870,11259,158,1
3871,11259,148,2
3872,11260,124,3
3873,11260,142,1
3874,11260,115,3
3875,11260,163,2
3876,11261,138,3
3877,11262,106,1
3878,11262,130,2
3879,11263,103,1
3880,11263,127,1
3881,11264,147,2
3882,11264,118,2
3883,11264,119,1
3884,11264,130,1
3885,11264,115,2
3886,11265,157,2
3887,11265,146,1
3888,11265,105,3
3889,11266,160,1
3890,11267,147,3
3891,11267,102,1
3892,11267,103,3
3893,11267,135,1
3894,11268,115,3
3895,11268,119,2
3896,11268,129,1
3897,11269,122,3
3898,11269,150,2
3899,11270,109,1
3900,11270,145,1
3901,11270,120,1
3902,11271,107,3
3903,11271,153,1
3904,11272,129,1
3905,11273,145,3
3906,11273,162,1
3907,11273,157,3
3908,11274,140,2
3909,11274,148,3
3910,11275,149,1
3911,11275,108,2
3912,11275,155,1
3913,11276,112,2
3914,11276,160,1
3915,11276,151,1
3916,11276,147,3
3917,11277,104,3
3918,11277,128,3
3919,11277,132,2
3920,11278,144,3
3921,11278,130,3
3922,11278,153,2
3923,11279,159,3
3924,11279,111,1
3925,11279,158,1
3926,11280,141,2
3927,11280,154,2
3928,11281,110,1
3929,11281,132,3
3930,11281,142,3
3931,11282,145,3
3932,11282,103,3
3933,11283,154,1
3934,11283,103,1
3935,11284,152,1
3936,11284,104,2
3937,11284,163,2
3938,11285,163,3
3939,11285,130,1
3940,11285,105,3
3941,11286,159,1
3942,11286,123,2
3943,11286,106,1
3944,11286,117,3
3945,11287,126,2
3946,11287,110,2
3947,11288,147,1
3948,11288,157,3
3949,11289,124,2
3950,11289,159,3
3951,11289,103,1
3952,11289,113,2
3953,11290,161,3
3954,11290,155,3
3955,11291,122,1
3956,11291,145,3
3957,11291,143,3
3958,11292,101,3
3959,11292,157,1
3960,11292,140,1
3961,11292,113,2
3962,11293,134,3
3963,11293,165,1
3964,11293,153,3
3965,11294,135,3
3966,11294,148,2
3967,11294,121,2
3968,11294,129,1
3969,11295,102,2
3970,11295,134,1
3971,11295,152,3
3972,11295,154,1
3973,11296,153,1
3974,11296,162,1
3975,11296,133,2
3976,11296,120,3
3977,11296,141,2
3978,11297,140,3
3979,11297,160,3
3980,11297,119,2
3981,11297,112,2
3982,11298,106,3
3983,11298,150,3
3984,11299,155,3
3985,11299,160,2
3986,11299,121,3
3987,11299,158,1
3988,11299,128,2
3989,11300,156,1
3990,11300,110,1
3991,11300,147,3
3992,11301,157,1
3993,11301,148,3
3994,11301,113,1
3995,11301,145,2
3996,11302,106,1
3997,11302,139,2
