order_id,customer_id,order_date,order_total
11547,1391,2023-03-06 10:00:00,23858
11548,932,2023-03-06 11:00:00,49723
11549,841,2023-03-06 12:00:00,17638
11550,1767,2023-03-06 13:00:00,23484
11551,1011,2023-03-06 14:00:00,28928
11552,1939,2023-03-06 15:00:00,9596
11553,1574,2023-03-06 16:00:00,48082
11554,582,2023-03-06 17:00:00,25036
11555,1140,2023-03-06 18:00:00,46559
11556,239,2023-03-06 19:00:00,3121
11557,1359,2023-03-06 20:00:00,36458
11558,441,2023-03-06 21:00:00,4448
11559,148,2023-03-06 22:00:00,1787
11560,1033,2023-03-06 23:00:00,24402
11561,1312,2023-03-07 00:00:00,47858
11562,388,2023-03-07 01:00:00,21664
11563,1074,2023-03-07 02:00:00,16168
11564,1874,2023-03-07 03:00:00,2272
11565,1541,2023-03-07 04:00:00,32738
11566,916,2023-03-07 05:00:00,39468
11567,1879,2023-03-07 06:00:00,16262
11568,638,2023-03-07 07:00:00,36406
11569,1611,2023-03-07 08:00:00,7713
11570,1701,2023-03-07 09:00:00,15441
11571,278,2023-03-07 10:00:00,30845
11572,1978,2023-03-07 11:00:00,35684
11573,1860,2023-03-07 12:00:00,16464
11574,989,2023-03-07 13:00:00,27355
11575,1324,2023-03-07 14:00:00,18468
11576,1826,2023-03-07 15:00:00,1546
11577,589,2023-03-07 16:00:00,15409
11578,1834,2023-03-07 17:00:00,14078
11579,649,2023-03-07 18:00:00,23868
11580,618,2023-03-07 19:00:00,29099
11581,1631,2023-03-07 20:00:00,6219
11582,135,2023-03-07 21:00:00,16460
11583,580,2023-03-07 22:00:00,24106
11584,1171,2023-03-07 23:00:00,48866
11585,490,2023-03-08 00:00:00,16124
11586,478,2023-03-08 01:00:00,39679
11587,1183,2023-03-08 02:00:00,41342
11588,384,2023-03-08 03:00:00,10852
11589,163,2023-03-08 04:00:00,31385
11590,441,2023-03-08 05:00:00,15503
11591,1877,2023-03-08 06:00:00,9723
11592,1213,2023-03-08 07:00:00,31933
11593,415,2023-03-08 08:00:00,13218
11594,1363,2023-03-08 09:00:00,1815
11595,1631,2023-03-08 10:00:00,22053
11596,1205,2023-03-08 11:00:00,25182
11597,288,2023-03-08 12:00:00,19964
11598,1858,2023-03-08 13:00:00,42204
11599,187,2023-03-08 14:00:00,31919
11600,1908,2023-03-08 15:00:00,14267
11601,1162,2023-03-08 16:00:00,6966
11602,130,2023-03-08 17:00:00,31528
11603,194,2023-03-08 18:00:00,48453
11604,316,2023-03-08 19:00:00,38358
11605,1809,2023-03-08 20:00:00,4740
11606,1888,2023-03-08 21:00:00,31959
11607,144,2023-03-08 22:00:00,25896
11608,16,2023-03-08 23:00:00,17295
11609,1326,2023-03-09 00:00:00,25189
11610,423,2023-03-09 01:00:00,15410
11611,245,2023-03-09 02:00:00,2946
11612,927,2023-03-09 03:00:00,3846
11613,1131,2023-03-09 04:00:00,45679
11614,1112,2023-03-09 05:00:00,49737
11615,129,2023-03-09 06:00:00,41017
11616,907,2023-03-09 07:00:00,4642
11617,887,2023-03-09 08:00:00,16570
11618,341,2023-03-09 09:00:00,47455
11619,4,2023-03-09 10:00:00,7587
11620,1351,2023-03-09 11:00:00,24252
11621,1434,2023-03-09 12:00:00,16135
11622,1903,2023-03-09 13:00:00,22718
11623,306,2023-03-09 14:00:00,32373
11624,908,2023-03-09 15:00:00,49075
11625,607,2023-03-09 16:00:00,43465
11626,1745,2023-03-09 17:00:00,45539
11627,1249,2023-03-09 18:00:00,15224
11628,1995,2023-03-09 19:00:00,31851
11629,1372,2023-03-09 20:00:00,31933
11630,992,2023-03-09 21:00:00,9761
11631,321,2023-03-09 22:00:00,13979
11632,559,2023-03-09 23:00:00,16304
11633,1205,2023-03-10 00:00:00,27745
11634,618,2023-03-10 01:00:00,45601
11635,711,2023-03-10 02:00:00,13327
11636,1410,2023-03-10 03:00:00,42868
11637,1642,2023-03-10 04:00:00,45200
11638,1816,2023-03-10 05:00:00,49916
11639,1796,2023-03-10 06:00:00,12540
11640,1132,2023-03-10 07:00:00,19977
11641,531,2023-03-10 08:00:00,16627
11642,410,2023-03-10 09:00:00,21682
11643,1995,2023-03-10 10:00:00,26549
11644,1320,2023-03-10 11:00:00,25027
11645,818,2023-03-10 12:00:00,12973
11646,1195,2023-03-10 13:00:00,17209
11647,1355,2023-03-10 14:00:00,34474
11648,493,2023-03-10 15:00:00,42964
11649,1219,2023-03-10 16:00:00,14214
11650,12,2023-03-10 17:00:00,34708
11651,195,2023-03-10 18:00:00,32445
11652,490,2023-03-10 19:00:00,22068
11653,795,2023-03-10 20:00:00,9647
11654,881,2023-03-10 21:00:00,16767
11655,182,2023-03-10 22:00:00,42014
11656,962,2023-03-10 23:00:00,31952
11657,1841,2023-03-11 00:00:00,5636
11658,656,2023-03-11 01:00:00,33079
11659,1922,2023-03-11 02:00:00,32016
11660,1340,2023-03-11 03:00:00,11946
11661,694,2023-03-11 04:00:00,45599
11662,30,2023-03-11 05:00:00,25024
11663,1620,2023-03-11 06:00:00,13688
11664,1702,2023-03-11 07:00:00,39087
11665,1820,2023-03-11 08:00:00,41337
11666,1817,2023-03-11 09:00:00,46037
11667,1120,2023-03-11 10:00:00,6060
11668,1405,2023-03-11 11:00:00,46121
11669,778,2023-03-11 12:00:00,43727
11670,444,2023-03-11 13:00:00,36897
11671,298,2023-03-11 14:00:00,12157
11672,808,2023-03-11 15:00:00,38582
11673,1761,2023-03-11 16:00:00,19340
11674,845,2023-03-11 17:00:00,41930
11675,1016,2023-03-11 18:00:00,40897
11676,1385,2023-03-11 19:00:00,11824
11677,1398,2023-03-11 20:00:00,25747
11678,554,2023-03-11 21:00:00,18058
11679,303,2023-03-11 22:00:00,49762
11680,421,2023-03-11 23:00:00,20443
11681,1270,2023-03-12 00:00:00,39960
11682,1744,2023-03-12 01:00:00,42486
11683,1261,2023-03-12 02:00:00,45014
11684,1558,2023-03-12 03:00:00,15872
11685,185,2023-03-12 04:00:00,13131
11686,468,2023-03-12 05:00:00,1972
11687,754,2023-03-12 06:00:00,27455
11688,363,2023-03-12 07:00:00,47867
11689,1307,2023-03-12 08:00:00,31302
11690,1577,2023-03-12 09:00:00,5372
11691,336,2023-03-12 10:00:00,28047
11692,162,2023-03-12 11:00:00,43841
11693,1184,2023-03-12 12:00:00,14191
11694,1498,2023-03-12 13:00:00,44750
11695,1625,2023-03-12 14:00:00,5253
11696,1346,2023-03-12 15:00:00,2333
11697,12,2023-03-12 16:00:00,39196
11698,1448,2023-03-12 17:00:00,9145
11699,1097,2023-03-12 18:00:00,40084
11700,588,2023-03-12 19:00:00,30941
11701,1882,2023-03-12 20:00:00,40524
11702,201,2023-03-12 21:00:00,43817
11703,522,2023-03-12 22:00:00,15562
11704,1888,2023-03-12 23:00:00,10135
11705,505,2023-03-13 00:00:00,20564
11706,1762,2023-03-13 01:00:00,10440
11707,1712,2023-03-13 02:00:00,35669
11708,788,2023-03-13 03:00:00,13611
11709,1063,2023-03-13 04:00:00,44631
11710,60,2023-03-13 05:00:00,45700
11711,578,2023-03-13 06:00:00,30239
11712,321,2023-03-13 07:00:00,43246
11713,1459,2023-03-13 08:00:00,18293
11714,1660,2023-03-13 09:00:00,18646
11715,1700,2023-03-13 10:00:00,34177
11716,1432,2023-03-13 11:00:00,1260
11717,923,2023-03-13 12:00:00,23522
11718,1410,2023-03-13 13:00:00,6112
11719,1695,2023-03-13 14:00:00,36508
11720,569,2023-03-13 15:00:00,27765
11721,1102,2023-03-13 16:00:00,1030
11722,1218,2023-03-13 17:00:00,10051
11723,1309,2023-03-13 18:00:00,28894
11724,527,2023-03-13 19:00:00,43487
11725,524,2023-03-13 20:00:00,49484
11726,613,2023-03-13 21:00:00,3060
11727,1180,2023-03-13 22:00:00,19061
11728,1364,2023-03-13 23:00:00,5603
11729,125,2023-03-14 00:00:00,24590
11730,871,2023-03-14 01:00:00,18421
11731,280,2023-03-14 02:00:00,42733
11732,917,2023-03-14 03:00:00,3281
11733,1930,2023-03-14 04:00:00,17830
11734,622,2023-03-14 05:00:00,5757
11735,846,2023-03-14 06:00:00,35456
11736,1893,2023-03-14 07:00:00,39331
11737,1682,2023-03-14 08:00:00,16115
11738,1752,2023-03-14 09:00:00,1381
11739,1934,2023-03-14 10:00:00,2347
11740,674,2023-03-14 11:00:00,39867
11741,1152,2023-03-14 12:00:00,22610
11742,314,2023-03-14 13:00:00,37836
11743,332,2023-03-14 14:00:00,16814
11744,1174,2023-03-14 15:00:00,30618
11745,1478,2023-03-14 16:00:00,40431
11746,36,2023-03-14 17:00:00,44424
11747,1709,2023-03-14 18:00:00,23466
11748,1444,2023-03-14 19:00:00,44523
11749,1046,2023-03-14 20:00:00,11820
11750,206,2023-03-14 21:00:00,2716
11751,639,2023-03-14 22:00:00,26064
11752,848,2023-03-14 23:00:00,38969
11753,1981,2023-03-15 00:00:00,24901
11754,1380,2023-03-15 01:00:00,12280
11755,440,2023-03-15 02:00:00,11194
11756,729,2023-03-15 03:00:00,5309
11757,1120,2023-03-15 04:00:00,17062
11758,1953,2023-03-15 05:00:00,47660
11759,941,2023-03-15 06:00:00,32941
11760,164,2023-03-15 07:00:00,41039
11761,148,2023-03-15 08:00:00,2429
11762,1554,2023-03-15 09:00:00,30117
11763,294,2023-03-15 10:00:00,47574
11764,195,2023-03-15 11:00:00,14744
11765,663,2023-03-15 12:00:00,33379
11766,480,2023-03-15 13:00:00,44679
11767,1901,2023-03-15 14:00:00,11616
11768,123,2023-03-15 15:00:00,22918
11769,1424,2023-03-15 16:00:00,16207
11770,699,2023-03-15 17:00:00,18265
11771,965,2023-03-15 18:00:00,36395
11772,1476,2023-03-15 19:00:00,13600
11773,661,2023-03-15 20:00:00,24367
11774,1128,2023-03-15 21:00:00,44471
11775,1779,2023-03-15 22:00:00,1708
11776,1486,2023-03-15 23:00:00,44585
11777,1767,2023-03-16 00:00:00,536
11778,1742,2023-03-16 01:00:00,18712
11779,710,2023-03-16 02:00:00,11752
11780,396,2023-03-16 03:00:00,20225
11781,912,2023-03-16 04:00:00,7506
11782,1361,2023-03-16 05:00:00,48335
11783,1005,2023-03-16 06:00:00,24559
11784,1623,2023-03-16 07:00:00,5847
11785,1166,2023-03-16 08:00:00,32671
11786,317,2023-03-16 09:00:00,29017
11787,1735,2023-03-16 10:00:00,24774
11788,1582,2023-03-16 11:00:00,34077
11789,1824,2023-03-16 12:00:00,28148
11790,1551,2023-03-16 13:00:00,4618
11791,1580,2023-03-16 14:00:00,18410
11792,1425,2023-03-16 15:00:00,13583
11793,681,2023-03-16 16:00:00,13687
11794,1334,2023-03-16 17:00:00,924
11795,495,2023-03-16 18:00:00,27141
11796,556,2023-03-16 19:00:00,35250
11797,610,2023-03-16 20:00:00,16418
11798,1797,2023-03-16 21:00:00,23654
11799,109,2023-03-16 22:00:00,48666
11800,1819,2023-03-16 23:00:00,12492
11801,372,2023-03-17 00:00:00,34501
11802,855,2023-03-17 01:00:00,43257
11803,616,2023-03-17 02:00:00,15046
11804,768,2023-03-17 03:00:00,42024
11805,1915,2023-03-17 04:00:00,3519
11806,206,2023-03-17 05:00:00,1804
11807,847,2023-03-17 06:00:00,47412
11808,43,2023-03-17 07:00:00,49784
11809,865,2023-03-17 08:00:00,17332
11810,1269,2023-03-17 09:00:00,23291
11811,1311,2023-03-17 10:00:00,10522
11812,1379,2023-03-17 11:00:00,10850
11813,785,2023-03-17 12:00:00,12318
11814,476,2023-03-17 13:00:00,34117
11815,83,2023-03-17 14:00:00,4462
11816,1134,2023-03-17 15:00:00,5354
11817,1974,2023-03-17 16:00:00,34807
11818,190,2023-03-17 17:00:00,3444
11819,800,2023-03-17 18:00:00,22827
11820,936,2023-03-17 19:00:00,3744
11821,1933,2023-03-17 20:00:00,23220
11822,251,2023-03-17 21:00:00,25590
11823,1748,2023-03-17 22:00:00,46523
11824,291,2023-03-17 23:00:00,34859
11825,1669,2023-03-18 00:00:00,49036
11826,1225,2023-03-18 01:00:00,8355
11827,1821,2023-03-18 02:00:00,2101
11828,326,2023-03-18 03:00:00,32452
11829,1535,2023-03-18 04:00:00,46077
11830,1433,2023-03-18 05:00:00,6190
11831,1631,2023-03-18 06:00:00,13021
11832,1814,2023-03-18 07:00:00,35110
11833,1986,2023-03-18 08:00:00,10983
11834,1965,2023-03-18 09:00:00,8558
11835,837,2023-03-18 10:00:00,14204
11836,508,2023-03-18 11:00:00,6065
11837,731,2023-03-18 12:00:00,44356
11838,1625,2023-03-18 13:00:00,37756
11839,72,2023-03-18 14:00:00,31115
11840,1271,2023-03-18 15:00:00,42174
11841,641,2023-03-18 16:00:00,2427
11842,1748,2023-03-18 17:00:00,16012
11843,940,2023-03-18 18:00:00,8801
11844,1879,2023-03-18 19:00:00,21813
11845,608,2023-03-18 20:00:00,8957
11846,1611,2023-03-18 21:00:00,5992
11847,1959,2023-03-18 22:00:00,3723
11848,566,2023-03-18 23:00:00,23011
11849,1368,2023-03-19 00:00:00,21955
11850,1995,2023-03-19 01:00:00,34222
11851,1949,2023-03-19 02:00:00,23934
11852,54,2023-03-19 03:00:00,30841
11853,1754,2023-03-19 04:00:00,42809
11854,528,2023-03-19 05:00:00,15507
11855,611,2023-03-19 06:00:00,34842
11856,1556,2023-03-19 07:00:00,27299
11857,1582,2023-03-19 08:00:00,16174
11858,1987,2023-03-19 09:00:00,15926
11859,193,2023-03-19 10:00:00,7595
11860,1919,2023-03-19 11:00:00,45291
11861,58,2023-03-19 12:00:00,24604
11862,1461,2023-03-19 13:00:00,3755
11863,1135,2023-03-19 14:00:00,34326
11864,129,2023-03-19 15:00:00,35225
11865,1873,2023-03-19 16:00:00,23532
11866,706,2023-03-19 17:00:00,5444
11867,1949,2023-03-19 18:00:00,38326
11868,852,2023-03-19 19:00:00,30997
11869,1350,2023-03-19 20:00:00,28223
11870,8,2023-03-19 21:00:00,35787
11871,29,2023-03-19 22:00:00,12345
11872,1136,2023-03-19 23:00:00,24797
11873,947,2023-03-20 00:00:00,3070
11874,1697,2023-03-20 01:00:00,28003
11875,131,2023-03-20 02:00:00,7950
11876,188,2023-03-20 03:00:00,20771
11877,1699,2023-03-20 04:00:00,40971
11878,709,2023-03-20 05:00:00,16398
11879,1499,2023-03-20 06:00:00,14889
11880,1388,2023-03-20 07:00:00,48682
11881,1228,2023-03-20 08:00:00,25963
11882,212,2023-03-20 09:00:00,1244
11883,1645,2023-03-20 10:00:00,23304
11884,276,2023-03-20 11:00:00,36782
11885,1097,2023-03-20 12:00:00,11371
11886,1703,2023-03-20 13:00:00,14036
11887,1796,2023-03-20 14:00:00,23597
11888,243,2023-03-20 15:00:00,675
11889,1811,2023-03-20 16:00:00,3717
11890,1126,2023-03-20 17:00:00,15606
11891,987,2023-03-20 18:00:00,30859
11892,685,2023-03-20 19:00:00,46964
11893,171,2023-03-20 20:00:00,22857
11894,653,2023-03-20 21:00:00,42854
11895,1933,2023-03-20 22:00:00,39070
11896,188,2023-03-20 23:00:00,7534
11897,1465,2023-03-21 00:00:00,16763
11898,1110,2023-03-21 01:00:00,42680
11899,1500,2023-03-21 02:00:00,9276
11900,52,2023-03-21 03:00:00,44322
11901,111,2023-03-21 04:00:00,10312
11902,1973,2023-03-21 05:00:00,20239
11903,877,2023-03-21 06:00:00,27425
11904,1878,2023-03-21 07:00:00,20075
11905,1067,2023-03-21 08:00:00,22731
11906,211,2023-03-21 09:00:00,11899
11907,1992,2023-03-21 10:00:00,48231
11908,1224,2023-03-21 11:00:00,23600
11909,1834,2023-03-21 12:00:00,11268
11910,858,2023-03-21 13:00:00,33799
11911,1776,2023-03-21 14:00:00,11857
11912,627,2023-03-21 15:00:00,1937
11913,1050,2023-03-21 16:00:00,25446
11914,1943,2023-03-21 17:00:00,21388
11915,299,2023-03-21 18:00:00,6002
11916,1101,2023-03-21 19:00:00,40876
11917,924,2023-03-21 20:00:00,6066
11918,137,2023-03-21 21:00:00,42076
11919,1044,2023-03-21 22:00:00,4514
11920,440,2023-03-21 23:00:00,14113
11921,211,2023-03-22 00:00:00,40667
11922,752,2023-03-22 01:00:00,34199
11923,1575,2023-03-22 02:00:00,35733
11924,435,2023-03-22 03:00:00,48891
11925,780,2023-03-22 04:00:00,22314
11926,1231,2023-03-22 05:00:00,23886
11927,439,2023-03-22 06:00:00,47276
11928,1998,2023-03-22 07:00:00,42085
11929,1803,2023-03-22 08:00:00,39256
11930,666,2023-03-22 09:00:00,8009
11931,1066,2023-03-22 10:00:00,22816
11932,411,2023-03-22 11:00:00,46117
11933,1547,2023-03-22 12:00:00,11571
11934,806,2023-03-22 13:00:00,28242
11935,610,2023-03-22 14:00:00,47349
11936,427,2023-03-22 15:00:00,13728
11937,1299,2023-03-22 16:00:00,12114
11938,1472,2023-03-22 17:00:00,10801
11939,902,2023-03-22 18:00:00,36049
11940,942,2023-03-22 19:00:00,43351
11941,1908,2023-03-22 20:00:00,11874
11942,742,2023-03-22 21:00:00,34907
11943,1393,2023-03-22 22:00:00,47106
11944,1962,2023-03-22 23:00:00,42241
11945,1244,2023-03-23 00:00:00,14482
11946,1601,2023-03-23 01:00:00,31758
11947,1891,2023-03-23 02:00:00,46152
11948,1256,2023-03-23 03:00:00,10748
11949,328,2023-03-23 04:00:00,11015
11950,1467,2023-03-23 05:00:00,35542
11951,52,2023-03-23 06:00:00,27309
11952,1910,2023-03-23 07:00:00,11330
11953,1967,2023-03-23 08:00:00,35748
11954,376,2023-03-23 09:00:00,7299
11955,263,2023-03-23 10:00:00,9047
11956,267,2023-03-23 11:00:00,32062
11957,359,2023-03-23 12:00:00,14828
11958,1341,2023-03-23 13:00:00,13179
11959,1348,2023-03-23 14:00:00,21558
11960,1945,2023-03-23 15:00:00,32737
11961,1932,2023-03-23 16:00:00,47196
11962,1690,2023-03-23 17:00:00,20406
11963,1894,2023-03-23 18:00:00,43927
11964,1902,2023-03-23 19:00:00,39372
11965,652,2023-03-23 20:00:00,17047
11966,1963,2023-03-23 21:00:00,23806
11967,1587,2023-03-23 22:00:00,28710
11968,1653,2023-03-23 23:00:00,46193
11969,1445,2023-03-24 00:00:00,28739
11970,46,2023-03-24 01:00:00,28330
11971,1845,2023-03-24 02:00:00,3881
11972,600,2023-03-24 03:00:00,35332
11973,720,2023-03-24 04:00:00,39857
11974,1913,2023-03-24 05:00:00,29341
11975,1293,2023-03-24 06:00:00,7947
11976,601,2023-03-24 07:00:00,20868
11977,381,2023-03-24 08:00:00,20771
11978,118,2023-03-24 09:00:00,839
11979,1590,2023-03-24 10:00:00,20474
11980,1977,2023-03-24 11:00:00,27009
11981,116,2023-03-24 12:00:00,38398
11982,1654,2023-03-24 13:00:00,26721
11983,260,2023-03-24 14:00:00,27763
11984,1099,2023-03-24 15:00:00,8233
11985,1504,2023-03-24 16:00:00,46378
11986,305,2023-03-24 17:00:00,5549
11987,7,2023-03-24 18:00:00,43586
11988,366,2023-03-24 19:00:00,45901
11989,1658,2023-03-24 20:00:00,21588
11990,523,2023-03-24 21:00:00,16108
11991,1372,2023-03-24 22:00:00,1138
11992,1462,2023-03-24 23:00:00,8209
11993,1239,2023-03-25 00:00:00,5643
11994,429,2023-03-25 01:00:00,1724
11995,791,2023-03-25 02:00:00,47734
11996,1522,2023-03-25 03:00:00,48547
11997,1564,2023-03-25 04:00:00,45370
11998,747,2023-03-25 05:00:00,37513
11999,367,2023-03-25 06:00:00,10241
12000,313,2023-03-25 07:00:00,23491
12001,538,2023-03-25 08:00:00,40675
12002,921,2023-03-25 09:00:00,26581
12003,1078,2023-03-25 10:00:00,48058
12004,1565,2023-03-25 11:00:00,16142
12005,1491,2023-03-25 12:00:00,10067
12006,865,2023-03-25 13:00:00,42127
12007,1188,2023-03-25 14:00:00,39036
12008,782,2023-03-25 15:00:00,17899
12009,334,2023-03-25 16:00:00,33603
12010,1571,2023-03-25 17:00:00,46221
12011,798,2023-03-25 18:00:00,15830
12012,348,2023-03-25 19:00:00,16964
12013,273,2023-03-25 20:00:00,2634
12014,963,2023-03-25 21:00:00,49909
12015,720,2023-03-25 22:00:00,30162
12016,1774,2023-03-25 23:00:00,684
12017,1438,2023-03-26 00:00:00,30887
12018,500,2023-03-26 01:00:00,49774
12019,1117,2023-03-26 02:00:00,41324
12020,685,2023-03-26 03:00:00,7763
12021,79,2023-03-26 04:00:00,13691
12022,622,2023-03-26 05:00:00,4014
12023,1241,2023-03-26 06:00:00,33234
12024,947,2023-03-26 07:00:00,6577
12025,358,2023-03-26 08:00:00,35620
12026,618,2023-03-26 09:00:00,48984
12027,507,2023-03-26 10:00:00,10000
12028,1583,2023-03-26 11:00:00,15492
12029,1205,2023-03-26 12:00:00,10633
12030,576,2023-03-26 13:00:00,6905
12031,1270,2023-03-26 14:00:00,30769
12032,244,2023-03-26 15:00:00,17374
12033,506,2023-03-26 16:00:00,31957
12034,422,2023-03-26 17:00:00,17585
12035,1344,2023-03-26 18:00:00,36202
12036,1111,2023-03-26 19:00:00,14847
12037,217,2023-03-26 20:00:00,14002
12038,1514,2023-03-26 21:00:00,46979
12039,1543,2023-03-26 22:00:00,14348
12040,1302,2023-03-26 23:00:00,22921
12041,1873,2023-03-27 00:00:00,14926
12042,1746,2023-03-27 01:00:00,5195
12043,1009,2023-03-27 02:00:00,49471
12044,1193,2023-03-27 03:00:00,16360
12045,330,2023-03-27 04:00:00,47365
12046,650,2023-03-27 05:00:00,47904
12047,1465,2023-03-27 06:00:00,26210
12048,391,2023-03-27 07:00:00,25911
12049,1520,2023-03-27 08:00:00,9343
12050,381,2023-03-27 09:00:00,31652
12051,1330,2023-03-27 10:00:00,16073
12052,742,2023-03-27 11:00:00,38834
12053,820,2023-03-27 12:00:00,31237
12054,673,2023-03-27 13:00:00,39267
12055,513,2023-03-27 14:00:00,28756
12056,1772,2023-03-27 15:00:00,37134
12057,949,2023-03-27 16:00:00,42205
12058,1212,2023-03-27 17:00:00,2502
12059,930,2023-03-27 18:00:00,17123
12060,1540,2023-03-27 19:00:00,42315
12061,913,2023-03-27 20:00:00,49193
12062,644,2023-03-27 21:00:00,22751
12063,427,2023-03-27 22:00:00,13207
12064,502,2023-03-27 23:00:00,24617
12065,730,2023-03-28 00:00:00,23243
12066,1284,2023-03-28 01:00:00,11290
12067,1537,2023-03-28 02:00:00,48569
12068,71,2023-03-28 03:00:00,33120
12069,478,2023-03-28 04:00:00,16096
12070,1202,2023-03-28 05:00:00,30839
12071,457,2023-03-28 06:00:00,34621
12072,189,2023-03-28 07:00:00,43495
12073,291,2023-03-28 08:00:00,49096
12074,1544,2023-03-28 09:00:00,41946
12075,1789,2023-03-28 10:00:00,46178
12076,920,2023-03-28 11:00:00,21198
12077,292,2023-03-28 12:00:00,40132
12078,1970,2023-03-28 13:00:00,15216
12079,756,2023-03-28 14:00:00,31306
12080,1659,2023-03-28 15:00:00,18368
12081,1835,2023-03-28 16:00:00,48418
12082,1307,2023-03-28 17:00:00,31630
12083,1568,2023-03-28 18:00:00,6625
12084,1870,2023-03-28 19:00:00,42472
12085,377,2023-03-28 20:00:00,35615
12086,1682,2023-03-28 21:00:00,48011
12087,1180,2023-03-28 22:00:00,36976
12088,508,2023-03-28 23:00:00,29546
12089,1437,2023-03-29 00:00:00,23260
12090,528,2023-03-29 01:00:00,10614
12091,1379,2023-03-29 02:00:00,1137
12092,559,2023-03-29 03:00:00,39134
12093,1787,2023-03-29 04:00:00,23677
12094,1211,2023-03-29 05:00:00,36276
12095,1055,2023-03-29 06:00:00,24100
12096,260,2023-03-29 07:00:00,16751
12097,421,2023-03-29 08:00:00,27309
12098,1553,2023-03-29 09:00:00,24256
12099,1575,2023-03-29 10:00:00,38868
12100,304,2023-03-29 11:00:00,12149
12101,942,2023-03-29 12:00:00,11866
12102,1968,2023-03-29 13:00:00,12380
12103,1063,2023-03-29 14:00:00,18283
12104,1513,2023-03-29 15:00:00,22726
12105,1668,2023-03-29 16:00:00,41709
12106,542,2023-03-29 17:00:00,5820
12107,1694,2023-03-29 18:00:00,9227
12108,1302,2023-03-29 19:00:00,12224
12109,1227,2023-03-29 20:00:00,39711
12110,1090,2023-03-29 21:00:00,20433
12111,108,2023-03-29 22:00:00,13894
12112,268,2023-03-29 23:00:00,40220
12113,222,2023-03-30 00:00:00,41917
12114,1828,2023-03-30 01:00:00,19622
12115,1554,2023-03-30 02:00:00,36637
12116,1114,2023-03-30 03:00:00,31937
12117,693,2023-03-30 04:00:00,21019
12118,255,2023-03-30 05:00:00,8483
12119,1479,2023-03-30 06:00:00,45156
12120,253,2023-03-30 07:00:00,6135
12121,257,2023-03-30 08:00:00,37337
12122,383,2023-03-30 09:00:00,39519
12123,442,2023-03-30 10:00:00,44847
12124,1882,2023-03-30 11:00:00,20122
12125,599,2023-03-30 12:00:00,39005
12126,1114,2023-03-30 13:00:00,9939
12127,1773,2023-03-30 14:00:00,28409
12128,390,2023-03-30 15:00:00,35841
12129,582,2023-03-30 16:00:00,33393
12130,1068,2023-03-30 17:00:00,42689
12131,1736,2023-03-30 18:00:00,11903
12132,1688,2023-03-30 19:00:00,34574
12133,598,2023-03-30 20:00:00,35369
12134,19,2023-03-30 21:00:00,47949
12135,1125,2023-03-30 22:00:00,33403
12136,1938,2023-03-30 23:00:00,27453
12137,607,2023-03-31 00:00:00,7811
12138,1790,2023-03-31 01:00:00,32525
12139,1381,2023-03-31 02:00:00,21115
12140,1566,2023-03-31 03:00:00,34080
12141,1785,2023-03-31 04:00:00,26820
12142,1962,2023-03-31 05:00:00,43398
12143,33,2023-03-31 06:00:00,24452
12144,1994,2023-03-31 07:00:00,17754
12145,1253,2023-03-31 08:00:00,15727
12146,1548,2023-03-31 09:00:00,14260
12147,1654,2023-03-31 10:00:00,9326
12148,862,2023-03-31 11:00:00,14439
12149,155,2023-03-31 12:00:00,33936
12150,1447,2023-03-31 13:00:00,18177
12151,905,2023-03-31 14:00:00,8960
12152,1270,2023-03-31 15:00:00,9173
12153,405,2023-03-31 16:00:00,28366
12154,844,2023-03-31 17:00:00,36658
12155,1783,2023-03-31 18:00:00,9953
12156,1565,2023-03-31 19:00:00,16404
12157,1185,2023-03-31 20:00:00,15896
12158,747,2023-03-31 21:00:00,28870
12159,1726,2023-03-31 22:00:00,22433
12160,1141,2023-03-31 23:00:00,30849
12161,271,2023-04-01 00:00:00,4834
12162,770,2023-04-01 01:00:00,31960
12163,1716,2023-04-01 02:00:00,27768
12164,1511,2023-04-01 03:00:00,22568
12165,1909,2023-04-01 04:00:00,28747
12166,172,2023-04-01 05:00:00,23634
12167,1974,2023-04-01 06:00:00,16785
12168,274,2023-04-01 07:00:00,35503
12169,259,2023-04-01 08:00:00,21867
12170,1159,2023-04-01 09:00:00,24636
12171,1707,2023-04-01 10:00:00,38287
12172,1746,2023-04-01 11:00:00,24925
12173,1772,2023-04-01 12:00:00,29965
12174,422,2023-04-01 13:00:00,19461
12175,1445,2023-04-01 14:00:00,33943
12176,1210,2023-04-01 15:00:00,19323
12177,1953,2023-04-01 16:00:00,10373
12178,364,2023-04-01 17:00:00,6087
12179,1979,2023-04-01 18:00:00,39213
12180,1631,2023-04-01 19:00:00,26352
12181,378,2023-04-01 20:00:00,38035
12182,1547,2023-04-01 21:00:00,7504
12183,580,2023-04-01 22:00:00,40996
12184,891,2023-04-01 23:00:00,28323
12185,722,2023-04-02 00:00:00,39877
12186,1220,2023-04-02 01:00:00,7631
12187,881,2023-04-02 02:00:00,18196
12188,1122,2023-04-02 03:00:00,26149
12189,605,2023-04-02 04:00:00,4599
12190,22,2023-04-02 05:00:00,32071
12191,1474,2023-04-02 06:00:00,31080
12192,1196,2023-04-02 07:00:00,49127
12193,383,2023-04-02 08:00:00,29164
12194,134,2023-04-02 09:00:00,16082
12195,1450,2023-04-02 10:00:00,26969
